,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
312,AAPL,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072,103.3941562597,103.706153988,102.4487085982,102.8363421394,25368072,0.0,1.0
313,AAPL,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230,102.5905257474,103.1483398677,101.9665302908,102.92143242889999,25820230,0.0,1.0
314,AAPL,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669,102.91197795229999,103.3563383532,102.60943470069999,102.66616156030001,21257669,0.0,1.0
315,AAPL,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081,102.1367108699,102.8174331862,101.8058041884,102.6425253688,23675081,0.0,1.0
316,AAPL,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248,101.70180494559999,101.99489372069999,100.8603565269,101.5316243666,25086248,0.0,1.0
317,AAPL,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291,101.1061729189,102.06107505700001,100.5105408922,101.5505333198,27766291,0.0,1.0
318,AAPL,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300,100.9927191995,101.57889674959999,100.4916319389,100.8036296672,24970300,0.0,1.0
319,AAPL,2016-08-30 00:00:00+00:00,106.0,106.5,105.5,105.8,24863945,100.2174521171,100.6901759478,99.74472828639999,100.02836258479999,24863945,0.0,1.0
320,AAPL,2016-08-31 00:00:00+00:00,106.1,106.5699,105.64,105.66,29662406,100.3119968833,100.7562627394,99.877090959,99.8959999122,29662406,0.0,1.0
321,AAPL,2016-09-01 00:00:00+00:00,106.73,106.8,105.62,106.14,26701523,100.90762891,100.97381024629999,99.8581820057,100.34981478969999,26701523,0.0,1.0
322,AAPL,2016-09-02 00:00:00+00:00,107.73,108.0,106.82,107.7,26802450,101.8530765715,102.1083474401,100.9927191995,101.8247131416,26802450,0.0,1.0
323,AAPL,2016-09-06 00:00:00+00:00,107.7,108.3,107.51,107.9,26880391,101.8247131416,102.39198173850001,101.6450780859,102.01380267389999,26880391,0.0,1.0
324,AAPL,2016-09-07 00:00:00+00:00,108.36,108.76,107.07,107.83,42364328,102.4487085982,102.8268876628,101.2290811149,101.9476213376,42364328,0.0,1.0
325,AAPL,2016-09-08 00:00:00+00:00,105.52,107.27,105.24,107.25,53002026,99.76363723959999,101.4181706472,99.49891189440001,101.39926169399999,53002026,0.0,1.0
326,AAPL,2016-09-09 00:00:00+00:00,103.13,105.72,103.13,104.64,46556984,97.5040173287,99.9527267719,97.5040173287,98.9316432975,46556984,0.0,1.0
327,AAPL,2016-09-12 00:00:00+00:00,105.44,105.72,102.53,102.65,45292770,99.6880014267,99.9527267719,96.93674873180001,97.0502024511,45292770,0.0,1.0
328,AAPL,2016-09-13 00:00:00+00:00,107.95,108.79,107.24,107.51,62176190,102.06107505700001,102.8552510926,101.38980721729999,101.6450780859,62176190,0.0,1.0
329,AAPL,2016-09-14 00:00:00+00:00,111.77,113.03,108.6,108.73,112340318,105.6726851239,106.8639491773,102.67561603700001,102.798524233,112340318,0.0,1.0
330,AAPL,2016-09-15 00:00:00+00:00,115.57,115.73,113.49,113.86,90613177,109.2653862375,109.4166578633,107.2988551016,107.64867073639999,90613177,0.0,1.0
331,AAPL,2016-09-16 00:00:00+00:00,114.92,116.13,114.04,115.12,79886911,108.6508452575,109.79483692790001,107.81885131540001,108.8399347898,79886911,0.0,1.0
332,AAPL,2016-09-19 00:00:00+00:00,113.58,116.18,113.25,115.19,47023046,107.3839453911,109.842109311,107.07194766280001,108.9061161261,47023046,0.0,1.0
333,AAPL,2016-09-20 00:00:00+00:00,113.57,114.12,112.51,113.05,34514269,107.3744909145,107.8944871283,106.3723163934,106.8828581306,34514269,0.0,1.0
334,AAPL,2016-09-21 00:00:00+00:00,113.55,113.98899999999999,112.441,113.85,36003185,107.35558196129999,107.7706334847,106.3070805047,107.63921625969999,36003185,0.0,1.0
335,AAPL,2016-09-22 00:00:00+00:00,114.62,114.94,114.0,114.35,31073984,108.36721095909999,108.6697542108,107.781033409,108.1119400905,31073984,0.0,1.0
336,AAPL,2016-09-23 00:00:00+00:00,112.71,114.79,111.55,114.42,52481151,106.5614059256,108.5279370615,105.4646866383,108.1781214268,52481151,0.0,1.0
337,AAPL,2016-09-26 00:00:00+00:00,112.88,113.39,111.55,111.64,29869442,106.72213202809999,107.2043103355,105.4646866383,105.54977692790001,29869442,0.0,1.0
338,AAPL,2016-09-27 00:00:00+00:00,113.09,113.18,112.34,113.0,24607412,106.920676037,107.0057663265,106.2115902909,106.8355857475,24607412,0.0,1.0
339,AAPL,2016-09-28 00:00:00+00:00,113.95,114.64,113.43,113.69,29641085,107.7337610259,108.38611991229999,107.2421282419,107.4879446339,29641085,0.0,1.0
340,AAPL,2016-09-29 00:00:00+00:00,112.18,113.8,111.8,113.16,35886990,106.0603186651,107.5919438767,105.7010485537,106.9868573733,35886990,0.0,1.0
341,AAPL,2016-09-30 00:00:00+00:00,113.05,113.37,111.8,112.46,36379106,106.8828581306,107.1854013822,105.7010485537,106.3250440103,36379106,0.0,1.0
342,AAPL,2016-10-03 00:00:00+00:00,112.52,113.05,112.28,112.71,21701760,106.38177087,106.8828581306,106.15486343120001,106.5614059256,21701760,0.0,1.0
343,AAPL,2016-10-04 00:00:00+00:00,113.0,114.31,112.63,113.06,29736835,106.8355857475,108.07412218399999,106.48577011270001,106.8923126072,29736835,0.0,1.0
344,AAPL,2016-10-05 00:00:00+00:00,113.05,113.66,112.69,113.4,21453089,106.8828581306,107.4595812041,106.5424969724,107.2137648121,21453089,0.0,1.0
345,AAPL,2016-10-06 00:00:00+00:00,113.89,114.34,113.13,113.7,28779313,107.6770341662,108.1024856139,106.9584939435,107.4973991105,28779313,0.0,1.0
346,AAPL,2016-10-07 00:00:00+00:00,114.06,114.56,113.51,114.31,24358443,107.83776026870001,108.3104840994,107.3177640548,108.07412218399999,24358443,0.0,1.0
347,AAPL,2016-10-10 00:00:00+00:00,116.05,116.75,114.72,115.02,36235956,109.719201115,110.381014478,108.4617557252,108.74539002370001,36235956,0.0,1.0
348,AAPL,2016-10-11 00:00:00+00:00,116.3,118.69,116.2,117.7,64041043,109.95556303040001,112.21518294129999,109.8610182642,111.2791897564,64041043,0.0,1.0
349,AAPL,2016-10-12 00:00:00+00:00,117.34,117.98,116.75,117.35,37586787,110.9388285983,111.5439151017,110.381014478,110.9482830749,37586787,0.0,1.0
350,AAPL,2016-10-13 00:00:00+00:00,116.98,117.44,115.72,116.79,35192406,110.59846744020001,111.03337336450001,109.4072033867,110.4188323845,35192406,0.0,1.0
351,AAPL,2016-10-14 00:00:00+00:00,117.63,118.17,117.13,117.88,35652191,111.2130084201,111.7235501573,110.7402845894,111.44937033549999,35652191,0.0,1.0
352,AAPL,2016-10-17 00:00:00+00:00,117.55,117.84,116.78,117.33,23624896,111.13737260719999,111.4115524291,110.40937790790001,110.92937412170001,23624896,0.0,1.0
353,AAPL,2016-10-18 00:00:00+00:00,117.47,118.21,117.45,118.18,24553478,111.0617367943,111.76136806379999,111.0428278411,111.733004634,24553478,0.0,1.0
354,AAPL,2016-10-19 00:00:00+00:00,117.12,117.76,113.8,117.25,20034594,110.7308301128,111.33591661610001,107.5919438767,110.85373830879999,20034594,0.0,1.0
355,AAPL,2016-10-20 00:00:00+00:00,117.06,117.38,116.33,116.86,24125801,110.6741032531,110.9766465048,109.98392646020001,110.4850137208,24125801,0.0,1.0
356,AAPL,2016-10-21 00:00:00+00:00,116.6,116.91,116.28,116.81,23192665,110.23919732879999,110.53228610389999,109.93665407709999,110.4377413377,23192665,0.0,1.0
357,AAPL,2016-10-24 00:00:00+00:00,117.65,117.74,117.0,117.1,23538673,111.2319173734,111.31700766290001,110.61737639340001,110.7119211596,23538673,0.0,1.0
358,AAPL,2016-10-25 00:00:00+00:00,118.25,118.36,117.31,117.95,48128970,111.7991859703,111.90318521299999,110.91046516850001,111.5155516718,48128970,0.0,1.0
359,AAPL,2016-10-26 00:00:00+00:00,115.59,115.7,113.31,114.31,66134219,109.28429519069999,109.38829443350001,107.1286745225,108.07412218399999,66134219,0.0,1.0
360,AAPL,2016-10-27 00:00:00+00:00,114.48,115.86,114.1,115.39,34562045,108.2348482865,109.5395660593,107.8755781751,109.0952056584,34562045,0.0,1.0
361,AAPL,2016-10-28 00:00:00+00:00,113.72,115.21,113.45,113.87,37861662,107.51630806370001,108.9250250794,107.2610371951,107.65812521299999,37861662,0.0,1.0
362,AAPL,2016-10-31 00:00:00+00:00,113.54,114.23,113.2,113.65,26419398,107.34612748469999,107.9984863711,107.0246752798,107.4501267274,26419398,0.0,1.0
363,AAPL,2016-11-01 00:00:00+00:00,111.49,113.77,110.53,113.46,43825812,105.4079597786,107.5635804468,104.5003300236,107.2704916718,43825812,0.0,1.0
364,AAPL,2016-11-02 00:00:00+00:00,111.59,112.35,111.23,111.4,28331709,105.50250454479999,106.2210447675,105.1621433867,105.3228694891,28331709,0.0,1.0
365,AAPL,2016-11-03 00:00:00+00:00,109.83,111.46,109.55,110.98,26932602,104.3774218276,105.9264994711,104.11132260049999,105.4703293675,26932602,0.57,1.0
366,AAPL,2016-11-04 00:00:00+00:00,108.84,110.25,108.11,108.53,30836997,103.43657098899999,104.7765706683,102.7428122898,103.1419611304,30836997,0.0,1.0
367,AAPL,2016-11-07 00:00:00+00:00,110.41,110.51,109.46,110.08,32560000,104.9286273695,105.0236628077,104.02579070610001,104.61501042319999,32560000,0.0,1.0
368,AAPL,2016-11-08 00:00:00+00:00,111.06,111.72,109.7,110.31,24254179,105.5463577181,106.1735916105,104.2538757579,104.8335919312,24254179,0.0,1.0
369,AAPL,2016-11-09 00:00:00+00:00,110.88,111.32,108.05,109.88,59176361,105.3752939292,105.7934498575,102.6857910268,104.4249395467,59176361,0.0,1.0
370,AAPL,2016-11-10 00:00:00+00:00,107.79,111.09,105.83,111.09,57134541,102.4386988874,105.57486834950001,100.57600429770001,105.57486834950001,57134541,0.0,1.0
371,AAPL,2016-11-11 00:00:00+00:00,108.43,108.87,106.55,107.12,34143898,103.04692569219999,103.46508162040001,101.26025945309999,101.80196145110001,34143898,0.0,1.0
372,AAPL,2016-11-14 00:00:00+00:00,105.71,107.809,104.08,107.71,51175504,100.4619617718,102.45675562059999,98.9128841284,102.3626705368,51175504,0.0,1.0
373,AAPL,2016-11-15 00:00:00+00:00,107.11,107.68,106.1593,106.57,32264510,101.79245790729999,102.33415990530001,100.8889559959,101.2792665407,32264510,0.0,1.0
374,AAPL,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522,104.5294785288,104.75756358059999,101.30777717219999,101.40281261049999,58840522,0.0,1.0
375,AAPL,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003,104.4914643535,104.8716061065,103.42706744510001,104.35841474,27632003,0.0,1.0
376,AAPL,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917,104.59600333559999,105.0521734392,104.2158615826,104.2728828456,28428917,0.0,1.0
377,AAPL,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571,106.1830951543,106.43018729379999,104.5484856165,104.65302459850001,29264571,0.0,1.0
378,AAPL,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534,106.24961996110001,106.8388396782,105.86947820809999,106.3921731185,25965534,0.0,1.0
379,AAPL,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394,105.7079179631,105.9740171902,104.8525990189,105.83146403280001,27426394,0.0,1.0
380,AAPL,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922,106.2401164173,106.31614476790001,105.441818736,105.6128825248,11475922,0.0,1.0
381,AAPL,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983,106.0310384531,106.88160562549999,105.8599746643,105.89798883959999,27193983,0.0,1.0
382,AAPL,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750,105.9264994711,106.4682014691,104.60550687940001,105.280258491,28528750,0.0,1.0
383,AAPL,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.6,36162258,105.0331663515,106.6297617141,104.7955777559,106.0595490846,36162258,0.0,1.0
384,AAPL,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862,104.05430133760001,105.4323151922,103.6171383216,104.8858614223,37086862,0.0,1.0
385,AAPL,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997,104.4439466344,104.62451396709999,103.44607453280001,103.7501879352,26527997,0.0,1.0
386,AAPL,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110.0,34324540,103.6931666722,104.5674927041,102.8758619033,104.5389820726,34324540,0.0,1.0
387,AAPL,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462,104.4914643535,104.8811096503,103.7691950228,104.06380488139999,26195462,0.0,1.0
388,AAPL,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719,105.5178470866,105.66990378780001,103.7406843914,103.8357198296,29998719,0.0,1.0
389,AAPL,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316,106.5537333635,106.84834322209998,105.10919470209998,105.3562868416,27068316,0.0,1.0
390,AAPL,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627,108.2928818834,109.00564767030001,106.73430069620001,106.73430069620001,34402627,0.0,1.0
391,AAPL,2016-12-12 00:00:00+00:00,113.3,115.0,112.49,113.29,26374377,107.6751515348,109.290753985,106.905364485,107.665647991,26374377,0.0,1.0
392,AAPL,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811,109.4713213177,110.1650800169,108.10281100690001,108.18834290139999,43733811,0.0,1.0
393,AAPL,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834,109.4713213177,110.43117924399999,109.27174689739999,109.3287681603,34031834,0.0,1.0
394,AAPL,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544,110.0700445787,110.93486706670001,109.509335493,109.65188865040001,46524544,0.0,1.0
395,AAPL,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134,110.212597736,110.7162855588,109.9037325617,110.6877749273,44351134,0.0,1.0
396,AAPL,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423,110.8493351723,111.55259741530001,110.0035197719,110.051037491,27779423,0.0,1.0
397,AAPL,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965,111.1439450309,111.6666399412,110.88734934760001,110.94437061059999,21424965,0.0,1.0
398,AAPL,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165,111.24848401290001,111.57160450299999,110.9823847859,111.0013918735,23783165,0.0,1.0
399,AAPL,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854,110.5167111384,110.7257891026,109.89898078979999,110.5737324014,26085854,0.0,1.0
400,AAPL,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484,110.7352926464,110.7352926464,109.85146307069999,109.85146307069999,14249484,0.0,1.0
401,AAPL,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855,111.43855488940001,111.951746256,110.7067820149,110.7352926464,18296855,0.0,1.0
402,AAPL,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892,110.96337769819999,112.1575930152,110.43117924399999,111.6856470289,20905892,0.0,1.0
403,AAPL,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519,110.93486706670001,111.2955265549,110.6212501205,110.6687678396,15039519,0.0,1.0
404,AAPL,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265,110.0700445787,111.3815336265,109.69940636950001,110.85883871610001,30586265,0.0,1.0
405,AAPL,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865,110.38366152489999,110.5547253137,109.0626689332,110.051037491,28781865,0.0,1.0
406,AAPL,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116,110.26011545520001,110.7257891026,110.0035197719,110.0985552101,21118116,0.0,1.0
407,AAPL,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587,110.8208245408,111.0624046249,110.0605410348,110.1650800169,22193587,0.0,1.0
408,AAPL,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900,112.05628523809999,112.2938738337,110.6877749273,110.9823847859,31751900,0.0,1.0
409,AAPL,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948,113.08266797110001,113.5008238994,112.08479586950001,112.0942994134,33561948,0.0,1.0
410,AAPL,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051,113.19671049700001,113.4533061803,112.4269234472,112.873590007,24462051,0.0,1.0
411,AAPL,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593,113.80493730180001,113.9760010907,112.71202976200001,112.84507937549999,27588593,0.0,1.0
412,AAPL,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220,113.32976011059999,113.37727782969999,112.3413915528,112.9923843048,27086220,0.0,1.0
413,AAPL,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948,113.13018569030001,113.6813912321,112.9116041823,113.19671049700001,26111948,0.0,1.0
414,AAPL,2017-01-17 00:00:00+00:00,120.0,120.24,118.22,118.34,34439843,114.0425258974,114.2706109492,112.3508950966,112.4649376225,34439843,0.0,1.0
415,AAPL,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120.0,23712961,114.0330223536,114.5177030887,113.76692312649999,114.0425258974,23712961,0.0,1.0
416,AAPL,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291,113.8334479333,114.1280577919,113.4438026365,113.4723132679,25597291,0.0,1.0
417,AAPL,2017-01-20 00:00:00+00:00,120.0,120.45,119.7346,120.45,32597892,114.0425258974,114.4701853695,113.7903018443,114.4701853695,32597892,0.0,1.0
418,AAPL,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120.0,22050218,114.118554248,114.8123129472,113.82394438950001,114.0425258974,22050218,0.0,1.0
419,AAPL,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038,114.014015266,114.1375613357,113.56734870620001,113.61486642530001,23211038,0.0,1.0
420,AAPL,2017-01-25 00:00:00+00:00,121.88,122.1,120.28,120.42,32586673,115.8291921365,116.03827010059999,114.30862512450001,114.44167473809999,32586673,0.0,1.0
421,AAPL,2017-01-26 00:00:00+00:00,121.94,122.44,121.6,121.67,26337576,115.8862133994,116.3613905907,115.56309290940001,115.6296177162,26337576,0.0,1.0
422,AAPL,2017-01-27 00:00:00+00:00,121.95,122.35,121.6,122.14,20562944,115.8957169433,116.27585869629999,115.56309290940001,116.07628427590001,20562944,0.0,1.0
423,AAPL,2017-01-30 00:00:00+00:00,121.63,121.63,120.66,120.93,30377503,115.5916035409,115.5916035409,114.6697597899,114.92635547309999,30377503,0.0,1.0
424,AAPL,2017-01-31 00:00:00+00:00,121.35,121.39,120.62,121.15,49200993,115.3255043138,115.3635184891,114.63174561459999,115.1354334373,49200993,0.0,1.0
425,AAPL,2017-02-01 00:00:00+00:00,128.75,130.49,127.01,127.03,111985040,122.3581267441,124.0117433696,120.70451011860001,120.72351720629999,111985040,0.0,1.0
426,AAPL,2017-02-02 00:00:00+00:00,128.53,129.39,127.78,127.975,33710411,122.14904878,122.96635354889999,121.4362829931,121.6216020977,33710411,0.0,1.0
427,AAPL,2017-02-03 00:00:00+00:00,129.08,129.19,128.16,128.31,24507301,122.6717436903,122.7762826724,121.79741765850001,121.9399708158,24507301,0.0,1.0
428,AAPL,2017-02-06 00:00:00+00:00,130.29,130.5,128.9,129.13,26845924,123.8216724931,124.02124691350001,122.50067990149999,122.7192614095,26845924,0.0,1.0
429,AAPL,2017-02-07 00:00:00+00:00,131.53,132.09,130.45,130.54,38183841,125.0001119274,125.5323103816,123.9737291943,124.05926108879999,38183841,0.0,1.0
430,AAPL,2017-02-08 00:00:00+00:00,132.04,132.22,131.22,131.35,23004072,125.4847926625,125.6558564513,124.70550206879999,124.8290481386,23004072,0.0,1.0
431,AAPL,2017-02-09 00:00:00+00:00,132.42,132.445,131.12,131.65,28349859,126.3876293258,126.41149045510001,125.1468506057,125.65270654540001,28349859,0.57,1.0
432,AAPL,2017-02-10 00:00:00+00:00,132.12,132.94,132.05,132.46,20065458,126.101295775,126.8839408139,126.0344846132,126.4258071326,20065458,0.0,1.0
433,AAPL,2017-02-13 00:00:00+00:00,133.29,133.82,132.75,133.08,23035421,127.2179966232,127.7238525629,126.7025962317,127.0175631376,23035421,0.0,1.0
434,AAPL,2017-02-14 00:00:00+00:00,135.02,135.09,133.25,133.47,33226223,128.8691867661,128.935997928,127.1798188164,127.38979675370001,33226223,0.0,1.0
435,AAPL,2017-02-15 00:00:00+00:00,135.51,136.27,134.62,135.52,35623100,129.3368648991,130.0622432278,128.4874086984,129.3464093508,35623100,0.0,1.0
436,AAPL,2017-02-16 00:00:00+00:00,135.345,135.9,134.8398,135.67,22584555,129.1793814462,129.7090985152,128.6971957466,129.4895761262,22584555,0.0,1.0
437,AAPL,2017-02-17 00:00:00+00:00,135.72,135.83,135.1,135.1,22198197,129.5372983847,129.6422873533,128.9455423797,128.9455423797,22198197,0.0,1.0
438,AAPL,2017-02-21 00:00:00+00:00,136.7,136.75,135.98,136.23,24507156,130.4726546507,130.5203769091,129.7854541287,130.0240654211,24507156,0.0,1.0
439,AAPL,2017-02-22 00:00:00+00:00,137.11,137.12,136.11,136.43,20836932,130.86397717010001,130.8735216218,129.90953200069998,130.2149544549,20836932,0.0,1.0
440,AAPL,2017-02-23 00:00:00+00:00,136.53,137.48,136.3,137.38,20788186,130.3103989719,131.2171218828,130.09087658290002,131.1216773658,20788186,0.0,1.0
441,AAPL,2017-02-24 00:00:00+00:00,136.66,136.66,135.28,135.91,21776585,130.4344768439,130.4344768439,129.11734251020002,129.7186429669,21776585,0.0,1.0
442,AAPL,2017-02-27 00:00:00+00:00,136.93,137.435,136.28,137.14,20257426,130.69217703959998,131.1741718501,130.0717876795,130.8926105252,20257426,0.0,1.0
443,AAPL,2017-02-28 00:00:00+00:00,136.99,137.435,136.7,137.08,23482860,130.7494437498,131.1741718501,130.4726546507,130.835343815,23482860,0.0,1.0
444,AAPL,2017-03-01 00:00:00+00:00,139.79,140.15,137.595,137.89,36414585,133.421890224,133.7654904849,131.3268830772,131.6084444022,36414585,0.0,1.0
445,AAPL,2017-03-02 00:00:00+00:00,138.96,140.2786,138.76,140.0,26210984,132.6297007334,133.8882321337,132.4388116995,133.6223237095,26210984,0.0,1.0
446,AAPL,2017-03-03 00:00:00+00:00,139.78,139.83,138.59,138.78,21571121,133.4123457723,133.4600680307,132.27655602069999,132.4579006029,21571121,0.0,1.0
447,AAPL,2017-03-06 00:00:00+00:00,139.34,139.77,138.5959,139.365,21750044,132.9923898978,133.4028013206,132.2821872472,133.016251027,21750044,0.0,1.0
448,AAPL,2017-03-07 00:00:00+00:00,139.52,139.98,138.79,139.06,17446297,133.1641900282,133.6032348061,132.46744505459998,132.72514525030002,17446297,0.0,1.0
449,AAPL,2017-03-08 00:00:00+00:00,139.0,139.8,138.82,138.95,18707236,132.6678785402,133.4314346757,132.4960784097,132.6201562817,18707236,0.0,1.0
450,AAPL,2017-03-09 00:00:00+00:00,138.68,138.79,137.05,138.74,22155904,132.362456086,132.46744505459998,130.8067104599,132.41972279610002,22155904,0.0,1.0
451,AAPL,2017-03-10 00:00:00+00:00,139.14,139.3571,138.64,139.25,19612801,132.8015008639,133.0087109102,132.3242782792,132.9064898325,19612801,0.0,1.0
452,AAPL,2017-03-13 00:00:00+00:00,139.2,139.43,138.82,138.85,17421717,132.85876757399998,133.078289963,132.4960784097,132.5247117648,17421717,0.0,1.0
453,AAPL,2017-03-14 00:00:00+00:00,138.99,139.65,138.84,139.3,15309065,132.6583340885,133.2882679003,132.5151673131,132.95421209100002,15309065,0.0,1.0
454,AAPL,2017-03-15 00:00:00+00:00,140.46,140.7501,139.025,139.41,25691774,134.0613684874,134.3382530311,132.6917396694,133.05920105959999,25691774,0.0,1.0
455,AAPL,2017-03-16 00:00:00+00:00,140.69,141.02,140.26,140.72,19231998,134.2808908764,134.5958577823,133.8704794536,134.3095242315,19231998,0.0,1.0
456,AAPL,2017-03-17 00:00:00+00:00,139.99,141.0,139.89,141.0,43884952,133.6127792578,134.5767688789,133.5173347409,134.5767688789,43884952,0.0,1.0
457,AAPL,2017-03-20 00:00:00+00:00,141.46,141.5,140.23,140.4,21542038,135.0158136568,135.0539914636,133.8418460985,134.0041017773,21542038,0.0,1.0
458,AAPL,2017-03-21 00:00:00+00:00,139.84,142.8,139.73,142.11,39529912,133.4696124824,136.2947701837,133.36462351379998,135.6362030169,39529912,0.0,1.0
459,AAPL,2017-03-22 00:00:00+00:00,141.42,141.6,139.76,139.845,25860165,134.97763585,135.1494359805,133.39325686889998,133.4743847083,25860165,0.0,1.0
460,AAPL,2017-03-23 00:00:00+00:00,140.92,141.5844,140.61,141.26,20346301,134.5004132653,135.1345466359,134.2045352628,134.8249246229,20346301,0.0,1.0
461,AAPL,2017-03-24 00:00:00+00:00,140.64,141.74,140.35,141.5,22395563,134.23316861790002,135.2830583042,133.9563795188,135.0539914636,22395563,0.0,1.0
462,AAPL,2017-03-27 00:00:00+00:00,140.88,141.22,138.62,139.39,23575094,134.46223545860002,134.7867468161,132.3051893758,133.0401121562,23575094,0.0,1.0
463,AAPL,2017-03-28 00:00:00+00:00,143.8,144.04,140.62,140.91,33374805,137.2492153531,137.4782821937,134.2140797145,134.4908688136,33374805,0.0,1.0
464,AAPL,2017-03-29 00:00:00+00:00,144.12,144.49,143.19,143.68,29189955,137.5546378073,137.9077825199,136.6670037998,137.13468193280002,29189955,0.0,1.0
465,AAPL,2017-03-30 00:00:00+00:00,143.93,144.5,143.5,144.19,21207252,137.3732932251,137.9173269716,136.9628818023,137.6214489691,21207252,0.0,1.0
466,AAPL,2017-03-31 00:00:00+00:00,143.66,144.27,143.01,143.72,19661651,137.1155930294,137.6978045827,136.4952036693,137.1728597395,19661651,0.0,1.0
467,AAPL,2017-04-03 00:00:00+00:00,143.7,144.12,143.05,143.71,19985714,137.1537708361,137.5546378073,136.5333814761,137.1633152878,19985714,0.0,1.0
468,AAPL,2017-04-04 00:00:00+00:00,144.77,144.89,143.17,143.25,19891354,138.1750271673,138.2895605877,136.64791489639998,136.7242705099,19891354,0.0,1.0
469,AAPL,2017-04-05 00:00:00+00:00,144.02,145.46,143.81,144.22,27717854,137.4591932903,138.8335943342,137.2587598048,137.6500823242,27717854,0.0,1.0
470,AAPL,2017-04-06 00:00:00+00:00,143.66,144.52,143.45,144.29,21149034,137.1155930294,137.936415875,136.9151595438,137.71689348610002,21149034,0.0,1.0
471,AAPL,2017-04-07 00:00:00+00:00,143.34,144.18,143.27,143.73,16658543,136.8101705752,137.6119045174,136.7433594133,137.18240419120002,16658543,0.0,1.0
472,AAPL,2017-04-10 00:00:00+00:00,143.17,143.8792,142.9,143.6,18933397,136.64791489639998,137.3248074105,136.3902147007,137.0583263192,18933397,0.0,1.0
473,AAPL,2017-04-11 00:00:00+00:00,141.63,143.35,140.06,142.94,30379376,135.1780693356,136.8197150269,133.6795904197,136.4283925074,30379376,0.0,1.0
474,AAPL,2017-04-12 00:00:00+00:00,141.8,142.15,141.01,141.6,20350000,135.3403250144,135.67438082360002,134.5863133306,135.1494359805,20350000,0.0,1.0
475,AAPL,2017-04-13 00:00:00+00:00,141.05,142.38,141.05,141.91,17822880,134.62449113739999,135.8939032126,134.62449113739999,135.445313983,17822880,0.0,1.0
